temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,18.3632959999959,remind2002,5,neck,Feedback,15min,2024-06-01_13h31.11.363,DMN_BallTask,2,1,150,2,1.2,7.03125,60.30733826662771,
