temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,17.415589899988845,remind2002,3,neck,Feedback,15min,2024-06-01_13h22.37.714,DMN_BallTask,2,1,150,2,1.2,7.5,60.48827343722371,
