temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,19.153798599989386,remind2002,2,neck,No Feedback,15min,2024-06-01_13h35.02.618,DMN_BallTask,2,1,150,2,1.2,10,60.44012498168065,
