temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,t,0.8270284999161959,3331,01,toe,Feedback,15min,2025-02-19_11h45.24.414,DMN_BallTask,2,1,150,2,1.2,10,59.900971824030755,
