temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,38.48377440031618,remind3333,1,toe,Feedback,15min,2025-02-07_12h49.35.590,DMN_BallTask,2,1,150,2,1.2,10,59.932958970010866,
